"","University","Department","Professor","Course","Difficulty","Rating","Comments","Date","Unhelpful","Helpful","Grade"
"4317","Grossmont College","Child Development","Barbara Burt","CD129","1.0","1.5","she is the most unorganized teacher i have ever had.  she changes the sylabus weekly and never lectures. she just shows videos, boring videos",2004-05-10,"0","0",NA
"4318","Grossmont College","Child Development","Barbara Burt","CD129","4.0","2.0","No Comments",2003-12-01,"0","0",NA
"4319","Grossmont College","Child Development","Barbara Burt","CD126","1.0","2.0","She is a really fun lady but she is very unorganized and is unclear in what she expects from you.  Extremly into athstetics and quality of materials ... very picky...not a class for sloppy students!",2003-07-23,"0","0",NA
"4320","Grossmont College","Child Development","Barbara Burt","CD129","1.0","1.0","Very unorganized..too many changes to syllabus...not understanding of students with disabilies...never lectures...is so unprepared she makes finals and mid-terms take home...I got an easy A but I am unprepared for any future classes in child development",2003-05-23,"0","0",NA
"4321","Grossmont College","Child Development","Barbara Burt","CD126","1.0","5.0","No Comments",2003-02-27,"0","0",NA
"4322","Grossmont College","Child Development","Barbara Burt","CD125","1.0","5.0","Easy  going, one of the most fun classes I've taken",2001-05-17,"0","0",3.7
"4323","Grossmont College","Biology","Virginia Dudley","BIO105","4.0","5.0","A very smart professor with lots of intellectual qualities, yes with too much writing in her class also 3 or 4 heavy tests and like 12 lab quizzes but at the end a professor with to much knowledge in biology and zoology",2017-08-05,"0","0",3.3
"4324","Grossmont College","Biology","Virginia Dudley","BIO105","3.0","4.0","Prof. Dudley's class is hard, but it isn't really her fault. Marine bio just isn't as fun as it sounds. Attendance to class and labs is mandatory. The labs are gross. The class is easier if you do the reading. She's very intelligent and the tests reflect the lecture material. Outside field trips were boring. This class is loaded with females.",2017-06-29,"0","0",4
"4325","Grossmont College","Biology","Virginia Dudley","BIO105","2.0","5.0","Dudley is an amazing professor who cares about students and is naturally funny. She's very enthusiastic and passionate about marine biology! Be sure to show up to lectures because those notes will be important. The labs she assigns are incredibly fun and informational, especially the field labs. Not much effort beyond notes and occasional reading.",2017-06-28,"0","1",4
"4326","Grossmont College","Biology","Virginia Dudley","BIO105","5.0","1.0","Don't take this class if you have no business learning about marine biology. Tried to reach her many times regarding my grade and if there were things I could do to better it but she was never any help. She loves to talk about herself and is always making rude comments about perfectionists and ppl with OCD me. Not very nice and voice is annoyin",2017-06-23,"2","0",1
"4327","Grossmont College","Biology","Virginia Dudley","BIO105","5.0","5.0","She's really nice if you get on her good side. The class is hard and she's very passionate about the subject, so be prepared to work really hard! Talks forever but if you start your work while she talks in lab you'll get out faster; take good notes in lecture and you'll be fine!",2017-05-26,"0","0",3
"4328","Grossmont College","Biology","Virginia Dudley","BIO105","5.0","1.0","Gets in your face a lot. Treats you as if you're still in Middle School. I wouldn't recommend her class at all. Less than half of the class stayed for her class before I left.",2017-01-11,"0","1",0
"4329","Grossmont College","Biology","Virginia Dudley","BIO105","4.0","4.0","She's super sweet, and even gives the class a few laughs each lecture. Lectures are long, take a LOT of notes. Tests are the majority of your grade and can be extremely hard, especially if you do not study days before. Overall, she is great at teaching.",2016-08-08,"1","0",2
"4330","Grossmont College","Biology","Virginia Dudley","BIO105","5.0","3.0","Professor Dudley isn't the nicest to people although she was nice to me for some reason lol I think she doesn't like when people ask her dumb questions that's the only negative part of her is she can give you attitude but she's just strict that's just how she is she Isn't here to play games. It's A LOT OF LECTURE AND NOTES be prepared to work hard!",2016-07-14,"2","0",NA
"4331","Grossmont College","Biology","Virginia Dudley","BIO105","3.0","5.0","Professor Dudley was an amazing bio professor. I was bummed when the class came to an end. Ask questions on topics you don't understand and pay attention during lecture, she always has time to talk to you and in my experience enjoys a student who questions topics not discussed thoroughly in lectures.",2016-06-22,"1","0",4
"4332","Grossmont College","Biology","Virginia Dudley","BIO105","4.0","2.0","The reviews for her are not accurate. Dudley is the most boring, confusing, rude professor I've ever had. She puts her foot in her mouth A LOT when it comes to talking to students. She isn't nice at all and talks to us like we are nothing. Most of the work in lab is unexplained or poorly explained and she does not prepare you for the tests. AVOID!",2016-04-25,"3","10",NA
"4333","Grossmont College","Biology","Virginia Dudley","BIO105","2.0","4.5","This was by far the best class I have ever taken. Mrs Dudley is an amazing teacher, she may come off strict but she just wants you to succeed. I barely used the textbook and I never studied and I got an A. She offers a lot of extra credits and bonus points. The tests are straight forwards and you do a lot of cool stuff. Recommend this course!!",2015-11-10,"2","0",4
"4334","Grossmont College","Biology","Virginia Dudley","BIO105","3.0","3.5","Just like any other class, you need to study. Tests are tough if you don't put effort into studying.  If you're interested in learning marine bio or biology in general her lectures are very detailed and interesting. If you do raise your hand she'll try her best to answer them. Lots of labs, some get boring. Dissection labs can be rejuvenating.",2015-05-15,"0","1",NA
"4335","Grossmont College","Biology","Virginia Dudley","101","4.0","3.5","3 tests (half multiple choice, half short answer section) In lab, 5 question multiple choice quiz every week. Fill out lab exercises completely, you turn in a couple without notice. Extra credit project at the end of semester, very easy. 2 field trips to tide pools. Attendance is mandatory and if you skip, good luck catching up!!",2015-04-06,"0","2",NA
"4336","Grossmont College","Biology","Virginia Dudley","BIOL116","4.0","2.5","The good, the bad, and the ugly with Dudley: Good: everything on the test is covered in the lecture and labs. Just show up, I didn't even buy a textbook. Bad: if you are only taking a biology course for credit, skip this one. Loads of terms, boring content, and diagrams. Expect miserable nights of studying. The ugly: she doesn't use blackboard.",2014-12-09,"1","1",2.7
"4337","Grossmont College","Biology","Virginia Dudley","BIO105","4.0","4.5","Professor Dudley is a funny and cool teacher and Uer nails always look fabulous. She is strict at times and her class criteria overall is tough, but as long as you take notes and study, the class becomes incredibly interesting. She shows neat videos to make the class more entertaining, and also labs are exciting and sometimes difficult, but doable.",2014-12-09,"2","0",3
"4338","Grossmont College","Biology","Virginia Dudley","BIO105","3.0","4.5","Vinny is an interesting character, but her passion and dedication to the marine science shows when she lectures. In the field, she is not afraid to get dirty and gives you the opportunity to learn about animals you've never seen! She goes off topic now and again and loves to talk, but she is so helpful, and gives you guidance. I loved her course!",2014-07-08,"0","0",NA
"4339","Grossmont College","Biology","Virginia Dudley","BIO105","4.0","4.5","Really tough class.  I took it for the gen ed requirement and barely made out with a B.  She is a good teacher and you will learn a lot. However, if you have no interest in the subject I wouldn't take it.  Do the study guides and really pay attention to the bold faced items.  No homework, just quizzes and test.",2014-06-04,"0","0",3
"4340","Grossmont College","Biology","Virginia Dudley","BIO105","5.0","1.0","If you look up the word difficult in the dictionary guaranteed this class would be the definition. The professor makes the material in course more confusing than necessary and rarely ever provides explanations. If you have a question don't bother asking it because she is not going answer it. My advice, you need a lab course DONT TAKE THIS ONE.",2014-01-22,"0","6",1
"4341","Grossmont College","Biology","Virginia Dudley","BIO105","4.0","3.0","This is a decent class. I am not a science person. For the most part she is very straight forward about what she expects from you. If you have a question it pretty hard to approach her because she is very intimidating. She becomes pretty stern when you ask her something that you are already expected to know. YOU WILL NEED TO STUDY! Just work hard",2013-08-26,"0","0",NA
"4342","Grossmont College","Biology","Virginia Dudley","BIO106","3.0","5.0","Adequate professor teaches concepts making them easy to understand.  There is not that much material but expect a lot of memorizing in the last 2 exams for the animal taxons.  This class is hard but Dudley has good teaching skills.",2013-06-17,"0","0",NA
"4343","Rutgers - State University of New Jersey","History","O'Neill","US1945","4.0","2.5","must attend class but you get 2 points added to your final grade for not being absent so its pretty fair. overall his TA was good this semester. I thought I was in so much trouble for the final but somehow i read all 4 books and passed with a decent grade. its not that bad.",2010-05-26,"0","1",NA
"4344","Rutgers - State University of New Jersey","History","O'Neill","US1945","5.0","4.5","Took his US 1914-1945 class Fall of 2009. He is a very tough professor and prides himself on making the students work. Be prepared to work hard just to pass and even harder to get above a B. Attendance is mandatory but exams are based solely on the 4 books (wtf). On the bright side, this guy is a good lecturer and you'll probably learn something.",2010-01-04,"0","0",NA
"4345","Rutgers - State University of New Jersey","History","O'Neill","US1945","5.0","4.5","Prof O'Neill knows so much and is a great professor. Must go to lectures and HAVE to read the books if you wanna pass. You can try to bs the exams but the TA usually catches it. 4 books all pretty long. Top 10% on the exam get an A and then everyone else falls in from there. Don't take his class if you looking for an easy A.",2009-12-03,"0","0",NA
"4346","Rutgers - State University of New Jersey","History","O'Neill","US1945","4.0","4.0","Tough, but extremely fair. He holds everyone up to a very high standard, and expects students to put in hard work. He is very clear about what will be on the exams, but students who do poorly most likely do not even crack their textbooks. Has an excellent philosophy on education in which he rewards those who work hard, not those who want an easy A.",2009-05-11,"0","0",NA
"4347","Rutgers - State University of New Jersey","History","O'Neill","US1945","4.0","2.0","It's not bad cause there's only a midterm and a final, and attendance.  But, nothing from his lectures are on the test! Only two novels which, he doesn't go over.  Doesn't review for his tests.  Only lets no more than 10% get A's, and makes C's average grade",2009-02-16,"0","0",NA
"4348","Rutgers - State University of New Jersey","History","O'Neill","US1914","5.0","2.0","honestly the worst professor I ever had. His lectures were not only boring, but filled with his incomplete thoughts.  He strays from topic to topic in a manner that does not make any sense, and he believes that professors grade too easily now adays. His class taught me very little about US history and I would not recommend you take it.",2009-01-04,"0","0",NA
"4349","Rutgers - State University of New Jersey","History","O'Neill","HIST01","5.0","4.5","Best prof RU has to offer.  His expectations and standards are high but it is worth trying to meet and exceed them.  Great lecturer, great teacher.  Go to his office and talk to him in person if you are having a problem.  You will see how decent and helpful he is.  You have everything to gain by taking Prof. O'Neill.",2008-10-07,"0","0",NA
"4350","Rutgers - State University of New Jersey","History","O'Neill","US1945","4.0","3.5","Bitter students who EARNED bad grades litter this page.  O'Neill knows his topic, loves his topic, and wants you to know it as well as he does.  His lectures are always interesting, he always makes funny side comments, and is straight forward.  If you don't want to read or show up for class though, this is NOT the way to go.  It will NOT be easy.",2007-08-03,"0","0",NA
"4351","Rutgers - State University of New Jersey","History","O'Neill","WW1","5.0","3.0","His standards are high and he expects you to do the readings which both the midterm and final are based on. Grading is tough also and he prides himself on that, so you will have to know alot of material to get a good grade.  But one good thing is that he will curve your grade at the very end of the class.  Overall a nice but tough professor.",2007-04-03,"0","0",NA
"4352","Rutgers - State University of New Jersey","History","O'Neill","WWISECT","5.0","2.5","Do not take this class unless you are a very good student and are ready to devote your life to WWI. The standards are ridiculously high, and O'Neill just throws books at you and lets you figure out what's going to be on the exam. About 1/2 the class was gone after the midterm, and only a few people will get something above a C. Hardest 200 course.",2007-01-16,"0","0",NA
"4353","Rutgers - State University of New Jersey","History","O'Neill","WWI01","5.0","1.5","DON'T DO IT!!! If you take his class, it will be the biggest mistake of your college career. He prides himself on making ridiculous standards. He claims that he doesnt practice ""grade inflation"" but he actually just wants everyone to be miserable.",2006-12-20,"0","0",NA
"4354","Rutgers - State University of New Jersey","History","O'Neill","WWII","5.0","3.0","This is the hardest class I have ever taken.  It is also my favorite...You'll learn a lot in his class, but probably do terribly in it.  His lectures are great, but they grade you as if its the only class youre taking..not good.  Eddy as a TA is helpful, but she makes fun of students and other teachers (usually right after they walk away from her)",2006-05-05,"0","0",NA
"4355","Rutgers - State University of New Jersey","History","O'Neill","WWII","5.0","4.5","Still taking it right now; beginning to study for the final now. its the hardest class i have ever taken but its my favorite. its incredibly interesting and i am learning so much, but if you dont want to read all of the material, go to every lecture, study for extra hours, and pay full attention and give him priority, youll fail. Im hoping for a C.",2006-04-01,"0","0",NA
"4356","Rutgers - State University of New Jersey","History","O'Neill","1945PRESENT","5.0","3.5","Professor O'Neill is not too bad.  Yes, his standards are ridiculously high but he prepares you for graduate school and the real world.  HOWEVER, his TA is the worst. Hardest grader and will make fun of your work to the rest of the class.  Very unprofessional.  I would not recommend taking ths class, especially if Eddy is the T.A.",2006-03-30,"0","0",NA
"4357","Rutgers - State University of New Jersey","History","O'Neill","WWIORII","5.0","1.5","Prof. O'Neil and his TA are super arrogant, unapproachable and incredibly unrealistic. The attendance policy is very unreasonable and his exams are almost impossible. Lots of reading and wants you to know the most minute details. He's probably a nazi himself. Not a bad lecturer, just a bad person on the whole.",2006-03-25,"0","0",NA
"4358","Rutgers - State University of New Jersey","History","O'Neill","WWII","5.0","3.0","I did well in the class, A, but the testing and ID's were so obscure while the essays were obvious. Wrote the honors paper, but after he told me not to include something he criticized the paper for leaving it out.  Very unapproachable guy, which is too bad.",2006-03-09,"0","0",NA
"4359","Rutgers - State University of New Jersey","History","O'Neill","US45PRESENT","4.0","1.0","O’Neill is a decent lecturer; however, his methods and expectations are impractical and outdated. He prides himself on instituting ridiculous standards that anticipate failure in over half the class. The TA is very pretentious, unprofessional, and rude during class and loves to berate students. A power-tripping, arrogant, brown nose.",2006-03-06,"0","0",NA
"4360","Rutgers - State University of New Jersey","History","O'Neill","HISTORY","5.0","1.5","honestly, o neill isnt even that bad.  hes a really good lecturer and his classes were interesting, but you have to read the books in order to do well in the class. however, his TA is really rude and obnoxious and if you do poorly on the exam, she will butcher it in front of the entire classroom.  the way she handles herself is very unprofessional",2006-03-06,"0","0",NA
"4361","Rutgers - State University of New Jersey","History","O'Neill","US191445","5.0","1.0","I've never had a professor who likes to hear himself speak.  The grading was ridiculous.  This is Hitler resurrected.  The TA is even worse.  Avoid at all cost.",2006-01-08,"0","0",NA
"4362","Rutgers - State University of New Jersey","History","O'Neill","US191445","5.0","5.0","I think that this class has made me a better college student.  If you are not able to hack it in this clas then you should not even entertain the thought of going to graduate school.  The standards are tough, but not impossible.  Reading the books and actually making notes and knowing the material are two different things.",2005-12-21,"0","0",NA
"4363","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","BCOMM3160","4.0","4.0","She's a good professor, but definitely don't take her if you're just looking for an easy A. She definitely makes you work for it. The tests aren't easy and the projects require a good amount of effort.",2017-06-08,"0","0",4
"4364","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM3160","4.0","4.0","READ THE CHAPTERS!  her lectures are heavy from the book.  She is big on punctuality, so show up on time and be ready when the class starts.  if you show up after attendance, you are absent.  The exams were a bit of a struggle, as there is a ton of info covered.  She gives plenty of extra credit.  the speeches are given with loads of time to prep",2017-05-15,"0","0",3
"4365","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM2107","1.0","5.0","This class was awesome! She sent our weekly assignments in an email every Saturday morning which included: reading one chapter, an online lecture for that chapter, a quiz, and a forum post. Took an hour and a half each week tops!   As long as you do the forum post and respond to someone, you'll get a 100.",2017-03-25,"0","0",4.3
"4366","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM2107","3.0","5.0","I was a little apprehensive taking an online ""communications"" class, but I am so glad I did. She kept chapters short and simple and quizzes were straightforward. Definitely recommend!",2017-01-28,"0","0",4.3
"4367","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","BCOMM3160","5.0","4.0","She is a great individual and person but has questionable teaching tactics in my eyes. 7pt scale, tough grader with no explanation when things are wrong (makes it hard to know where to improve) some goals of this class seemed unrealistic and a waste of time. Other than that is was fun. She is the only BCOMM teacher that does a group project.",2016-05-30,"0","1",3.3
"4368","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM2105","1.0","5.0","Melody put in the effort for our online class. There are weekly quizzes with either a journal or a forum post. She grades everything within a week and also adds feedback. She is positive and makes the class enjoyable. I have never taken an online course I've liked but she changed that.",2016-03-07,"0","0",4.3
"4369","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","BCOMM3160","4.0","4.5","Professor Dixon is a great teacher, but she is a tough grader. She grades on a 7 pt. scale, so she expects a lot from you. Don't procrastinate on anything. Seriously. Your grades will reflect it, and don't be late to class. If you put forth the effort and do the work, you'll learn a lot.  Earning an A isn't too difficult.",2015-12-23,"0","0",4
"4370","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM2107","2.0","4.0","Sweet lady! Easy online course, quizes every week and either a journal or forum post every other week. Yes you have work to do, and there's a time consuming final essay, but I enjoyed it.",2015-11-04,"0","0",4
"4371","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM2100","5.0","1.5","This teacher is the worst one I've had in the Comm Department so far. Her practice tests online are super easy and then when you get the in class quiz, they are much harder. This course is only two credits and she makes it way harder than it should be. Impossible to get an A.",2015-05-11,"1","0",NA
"4372","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM2105","5.0","4.0","Dixon-Brown or DB as we call her gives out a lot of group assignments. Her class is by no means easy but it will definitely help you in the long run. Her projects require community involvement and her quizzes are sporadic. Be ready to work hard and step out of your comfort zone.",2014-11-06,"1","0",NA
"4373","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM3160","4.0","3.5","I made an A in this class, but I don't know how. I've never been as stressed by a class as this one. Every mistake in tone/spelling/grammar/organization would get you 2-5 points off. You had to be early/on-time, but class always ended late. Get to class early if you want to know what's going on for the next 1-2 weeks. Avoid her if you can.",2014-05-15,"0","0",NA
"4374","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM2105","1.0","4.0","This class wasn't bad. She is very picky about spelling and grammar. She takes off 10 or 20 points for one mistake, even if you miss a comma. Besides that, come to class every day and an A is not hard!",2014-03-21,"1","0",NA
"4375","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM3160","3.0","4.5","Her class is not that hard if you do what she tells you to do and study for the 2 exams. 19 online quizzes worth 2 test grades which follow the book and simple assignments that are easy to make 95+ on.  The exams are the hardest so study for those and you should easily make an A.",2013-12-13,"0","0",NA
"4376","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM3160","4.0","3.5","HARD CLASS!! I got a 91.9 (B)!! She would not round to a 92 for me to get an A!!! This class is harder than it needs to be. She is very nice and helpful. Only 2 exams (not online) & quizzes online. Don't get points for things you do in lab. Bonus is offered. I would recommend another class her grading scale is ridiculous!!",2013-12-11,"2","0",NA
"4377","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM3160","3.0","4.5","As others stated, this is a hard class, however MDB is a great professor willing to help...you just have to ask. Attendance is mandatory, so you better show up and do the readings to prepare for pop quizzes.",2013-03-27,"0","0",NA
"4378","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM3160","5.0","3.5","She grades on a 7 pt scale! She is very passionate about lecture and nice; however, she is very hard for what should be an easy A. She does a lot of assignments and thinks we do not have other classes. Take your lab with Anne(her TA) She is AWESOME!",2013-03-27,"0","0",NA
"4379","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM3160","5.0","1.0","Horrible professor!  Worst experience I have had in college.  Firstly: 7-point grading scale.  If you get less than a 79, you have to retake the class.  You CAN NOT get an A no matter how hard you work.  Very unhelpful and very non-understanding of students needs.  Should be an easy class, she makes it wicked hard.  Does not post her powerpoints.",2013-02-27,"0","1",NA
"4380","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","BCOMM3130","3.0","5.0","This is not an easy teacher, but if you actually came to college to learn, this is the professor for you! Everything she teaches is invaluable and applicable to real life business situations and correspondence. I loved this class and the professor...I feel like this class really prepared me for success!",2012-08-01,"0","0",NA
"4381","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM3160","5.0","5.0","The class isn't for a slacker, considering there are multiple quizzes and random attendance taken. She is a nice teacher, but expects so much from you. You can work very hard throughout the semester and easily make a C. The course is on a 7 POINT SCALE. Virtually impossible to make an A. Tons of assignments, but get the lab with Nick if possible!",2012-05-14,"0","0",NA
"4382","University of North Carolina at Charlotte","Business","Melody Dixon-Brown","COMM02","2.0","5.0","Excellent lecturer. Clearly states objectives upfront. The grading is on a seven point scale which is fine but the group project is worth 40 percent of your grade. This is the part that will hurt you and really isn't fair if you are a hard working student. This lowered my grade from an A to a B. A very high B 92 but she makes no considerations.",2011-07-01,"0","0",NA
"4383","Grossmont College","Psychology","Teresa Jacob","PSY120","3.0","5.0","Ms. Jacob is a very good teacher, I would recommend her to anyone who wants to take a psychology class. She is very down to earth and funny. The only assignments are six tests and a group project, just read the book and take notes and she offers a lot of extra credit.",2016-07-18,"0","0",4.3
"4384","Grossmont College","Psychology","Teresa Jacob","PHY120","3.0","5.0","Professor Jacob is incredibly sweet with a good sense of humor. Her lectures are well organized and not too intense. If you miss a lecture you will have a hard time studying for tests as she shares loads of information by word of mouth. Teresa Jacob is incredibly passionate about psychology, she is one of my inspirations to pursue pscyh as a major.",2016-06-15,"0","0",4
"4385","Grossmont College","Psychology","Teresa Jacob","PSY120","3.0","5.0","Fantastic teacher, seems to really love teaching psychology. Make sure to take notes and USE THE STUDY GUIDES, they will really help you to do well in the class. One group project which can be difficult depending on your peers. Tests are pretty straight forward and she takes your lowest test score off of your final grade. Overall a great class!",2016-06-02,"0","0",4
"4386","Grossmont College","Psychology","Teresa Jacob","PSY120","2.0","5.0","One group project, 5/6 tests, and a final make up the points. Offers extra credit frequently. Most importantly, makes Psych interesting and fun. Stay on top of the project, study for each test, and attend class and you will pass the class. Would take again.",2016-06-01,"0","1",4
"4387","Grossmont College","Psychology","Teresa Jacob","PSY120","3.0","4.5","I took her class last semester. She's passionate, compassionate, and truly cares about her students and their understanding of the subject. It isn't an easy class, but she cuts people some class. Attendance isn't mandatory, but it definitely helps your case if you're trying to get help with things.",2016-05-11,"0","0",4.3
"4388","Grossmont College","Psychology","Teresa Jacob","PSY101","5.0","1.0","She's old so expect her to talk a lot about things you don't need to learn. Her tests are tricky but you can pass it if you read the textbook.",2016-03-01,"0","1",NA
"4389","Grossmont College","Psychology","Teresa Jacob","PSYCHOLOGY120","3.0","4.0","Teresa Jacobs is very very funny. She has a heavy Brazilian ascent so that's always fun... not afraid to make fun of herself. The class was okay, Lot of reading and note taking but she gives you a study guide that is really beneficial to the tests. Many opportunities for extra credit and one big group project.",2015-01-26,"0","0",4
"4390","Grossmont College","Psychology","Teresa Jacob","2534","3.0","5.0","You have to take this class!! Loved this teacher! Very caring and understanding. Makes lectures interesting. Gives A LOT of extra credit. Breaks up major group project into sections which makes it much easier. Super funny. I would re take this class again. There are 7 test but she drops one at the end of the semester.",2014-12-15,"0","0",NA
"4391","Grossmont College","Psychology","Teresa Jacob","120","2.0","5.0","An amazing professor! She is very helpful and gives some extra credit assignments. She makes the lecture very interesting and makes you want to learn. Make sure to do the study guide that is available on Blackboard. I highly recommend this professor.",2014-11-26,"0","2",NA
"4392","Grossmont College","Psychology","Teresa Jacob","PSY120","3.0","5.0","Warm, funny, intelligent woman. Clear tests and requirements. Amazing person to listen to; she has a lot to offer students, so psych major LISTEN UP. She's been teaching for a while, so she knows what she's doing and how to make class run smoothly.",2014-09-30,"1","1",NA
"4393","Grossmont College","Psychology","Teresa Jacob","PSYCH120","2.0","5.0","Great teacher, very energetic. Good explanations, and puts them in terms anyone can understand. She makes it fun in class with group Jeopardy games every few weeks with open notes. The group project isn't too difficult, little bit of survey collecting. Overall a very sweet lady.",2014-08-20,"0","1",4
"4394","Grossmont College","Psychology","Teresa Jacob","PSY120","3.0","4.5","Get ready to take some notes! She is a really sweet professor and is very willing to help if you don't understand a concept. Her lectures are very thorough but most of the material that you will be tested on comes from the book. She gives a lot of extra credit opportunities and drops your lowest test grade at the end of the semester!",2014-07-18,"0","0",3
"4395","Grossmont College","Psychology","Teresa Jacob","PSY120","2.0","5.0","Great teacher, I highly recommend her",2014-07-18,"0","0",NA
"4396","Grossmont College","Psychology","Teresa Jacob","PSY120","2.0","5.0","Great teacher,  I highly recommend her",2014-07-18,"0","0",NA
"4397","Grossmont College","Psychology","Teresa Jacob","PSY120","2.0","5.0","Great teacher , I highly recommend her??",2014-07-18,"0","0",NA
"4398","Grossmont College","Psychology","Teresa Jacob","PSY120","2.0","5.0","Fantastic teacher.  Her lectures are interesting and memorable.  Heavy text book reading(skimming) is required.  Tests are straight from study guide and the book, do those any you will do well.  No homework besides a fairly easy group project.",2014-06-04,"0","0",NA
"4399","Grossmont College","Psychology","Teresa Jacob","PSYCH120","2.0","2.5","Lectures cover very little material - she tends to go on tangents from student questions. Gives every document needed on Blackboard - USE THE STUDY GUIDES. Those are the key to passing. Attendance not mandatory; I learned more studying on my own time anyway. Easy enough if you do the ""big"" project. Little homework, many exams. Pleasant; frazzled.",2014-06-01,"0","0",4
"4400","Grossmont College","Psychology","Teresa Jacob","PSY120","2.0","4.5","Shes a great teacher and makes class fun with her personality. Just study the notes and study guide and you should do good on the test. She also has extra credit, but its not a lot of points :(",2014-04-10,"0","0",NA
"4401","Grossmont College","Psychology","Teresa Jacob","PSYC120","1.0","4.0","Great teacher. Gives lots of extra credit. Show up to class, take notes & you will do fine on all f the exams. She is very upbeat and keeps the lectures interesting.",2012-05-31,"0","0",NA
"4402","Grossmont College","Psychology","Teresa Jacob","PSYCH120","2.0","5.0","She's amazingly sweet and understanding! I loved this class! She goes over everything the book doesn't. You need to do your notes to get through the test and use the study guides she gives you access to on Black Board. She's great for this class! Really funny and sweet!",2011-12-13,"0","0",NA
"4403","Kalamazoo College","Languages","Madeline Chu","SEMN186","3.0","5.0","Chu is smart, funny, and willing to have honest discussions about complex issues.  She was very respected by my whole class and opened herself up to us with personal stories and anecdotes, while still being an interesting lecturer on some pretty dense topics.",2017-08-02,"0","0",NA
"4404","Kalamazoo College","Languages","Madeline Chu","CHIN100","4.0","4.5","She will offer to tutor you if you really struggle in the class. If you fool around in class she WILL know. She also has a sharp wit that comes up at the best times.",2016-03-14,"0","0",4
"4405","Kalamazoo College","Languages","Madeline Chu","CS101102103","3.0","5.0","Chu Laoshi is really an exceptional woman! She has so many accomplishments yet remains so humble. I'd say her biggest strength is clarity, she knows how to teach. BUT CHU LAOSHI DONT PLAY THOUGH, so keep your phones off and no tomfoolery. She will be particularly fond of you if you do your portion of work.",2013-09-18,"0","0",NA
"4406","Kalamazoo College","Languages","Madeline Chu","CHIN103","3.0","4.5","Best teacher I have ever had! The class is difficult but she goes so far out of her way to help if you put in the work. If you go to k you should take at least one of her classes, you'll get a ton out of it.",2011-06-03,"0","0",NA
"4407","Kalamazoo College","Languages","Madeline Chu","CHIN102","3.0","4.5","She's incredibly understanding in the face of Kzoo life. She will literally bend over backwards to help you out. And she's damn adorable!",2006-02-08,"0","0",NA
"4408","Kalamazoo College","Languages","Madeline Chu","CHIN101","3.0","5.0","Nicest professor I have ever met. Honestly wants her students to do well. If you do your part and make an effort, she'll be there to help.",2006-02-06,"0","0",NA
"4409","Kalamazoo College","Languages","Madeline Chu","CHI","5.0","4.0","After you get to know and understand Prof. Chu, her classes, enthusiasm, and work ethic will inspire you. Her knowledge of the subject area and the quality of her classes are among the best at K.",2003-12-12,"0","0",NA
"4410","Kalamazoo College","Languages","Madeline Chu","CH103","4.0","5.0","Prof Chu has changed my life. She can make anyone love Chinese.",2003-02-21,"0","0",NA
"4411","Kalamazoo College","Languages","Madeline Chu","101","4.0","1.5","No Comments",2002-09-24,"0","0",NA
"4412","Kalamazoo College","Languages","Madeline Chu","CHIN100","3.0","1.5","Very unhelpful. Not a nice person, as well.",2002-09-09,"1","0",NA
"4413","Kalamazoo College","Languages","Madeline Chu","CHIN101","2.0","2.5","No Comments",2002-09-05,"0","0",NA
"4414","Kalamazoo College","Languages","Madeline Chu","CHIN101","5.0","4.0","No Comments",2001-08-06,"0","0",NA
"4415","Kalamazoo College","Languages","Madeline Chu","CHIN100","4.0","5.0","Though difficult, Madeline Chu's classes are among the most worthwhile of K.",2001-05-17,"0","0",NA
"4416","Kalamazoo College","Languages","Rosalee Bundy","SEMN242","3.0","4.0","I really liked Sensei Bundy because she's hilarious and witty. She doesn't really care for attendance, even though it's mandatory. I don't know if it's because we are a seminar and not a complete Japanese class. I honestly loved having my seminar (contested history) because the topic is dry, but the discussions and she are not. It's a fair workload",2016-11-13,"0","0",3.7
"4417","Kalamazoo College","Languages","Rosalee Bundy","JAP101","2.0","3.5","I like Japanese, and I took the basic classes in my freshman year. She was nice at first, but gradually she started being mean. Maybe because I was a bit undisciplined and sometimes asked weird questions in classes or because I'm an international student that she kinda looked down on me. Just my opinion. I'm not positive about my Japanese anymore.",2015-02-24,"0","0",NA
